"id","time","service","source","subservice","priority","category","sentiment_analysis","summary","original","keywords","created_at","updated_at"
"a9829efa-d29e-409d-9b95-7a2257234dfe","2025-06-02 20:59:00","metro","mail","taquilla","4","lost-items-security","-1","perdida de cartera en el metro","Me gustaría relatarles una situación que me afectó bastante: haber perdido una cartera. La situación fue especialmente problemática porque afectó toda mi organización. Como consecuencia, perdí mi conexión con otro transporte. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial, Samuel de Lladó Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""perdida de cartera"", ""organizaci\u00f3n"", ""transporte"", ""comunicaci\u00f3n transparente""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"979361b3-ca7d-420f-aba9-4e4c6b5d80b7","2023-09-08 19:28:00","metro","mail","taquilla","4","lost-items-security","-1","perdida de cartera en el metro","Les escribo para informar de algo que me sucedió en el trayecto: haber perdido una cartera. El problema se agravó porque no había alternativas evidentes en ese momento. A causa de ello, llegué mucho más tarde de lo previsto. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial, Emiliano Cuevas-Pineda Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""perdida de cartera"", ""metro"", ""falta de alternativas""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"f9cef3d4-2fb3-44ab-a495-ea455d441bd9","2024-05-16 18:06:00","metro","mail","taquilla","3","tickets-fares","-1","problemas con billete para perro durante viaje","Quisiera explicar lo que ocurrió durante mi último viaje: problemas con billete para perro. La situación fue especialmente problemática porque afectó toda mi organización. Como consecuencia, perdí mi conexión con otro transporte. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, Prudencio Morcillo Tejera Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""billete"", ""perro"", ""problema"", ""organizaci\u00f3n"", ""transporte""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"6b465b02-b244-4864-b1ee-bfbda2ee27f0","2024-10-15 21:45:00","tren","mail","problemas técnicos","2","delays-cancellations","-1","retraso técnico en el tren causó frustración y pérdida de tiempo","Me pongo en contacto porque he vivido una situación complicada: un retraso causado por problemas técnicos en el tren. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, Isidoro Villar Valcárcel Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""retraso"", ""problemas t\u00e9cnicos"", ""falta de comunicaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"45606721-f141-426f-ae9f-f1d7a41e6331","2025-10-09 10:27:00","tren","mail","accesibilidad","2","accessibility","-1","problema de accesibilidad en el tren causó retraso y estrés","Quiero detallar un problema que tuve recientemente en el tren: una propuesta para mejorar la accesibilidad. Esto generó bastante estrés ya que tenía compromisos importantes después. A causa de ello, llegué mucho más tarde de lo previsto. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial, Cipriano Mir Azorin Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""accesibilidad"", ""retraso"", ""estr\u00e9s""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"d2cec67d-af58-4582-a604-624af859c0e0","2023-02-24 11:33:00","metro","mail","conductor","2","delays-cancellations","-1","retraso debido al embarque lento por exceso de pasajeros","Me gustaría relatarles una situación que me afectó bastante: un retraso debido al embarque lento por exceso de pasajeros. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Tuve que reorganizar citas y generar cambios de última hora. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial, Javi Soler Arnaiz Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""embarque lento"", ""exceso de pasajeros"", ""retraso"", ""comunicaci\u00f3n transparente""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"432e7f65-0598-4ec6-8b25-680120fca445","2025-10-26 12:27:00","metro","mail","accesibilidad","3","accessibility","-1","zona reservada para silla de ruedas ocupada, generó estrés y pérdida de conexión","En mi último trayecto ocurrió algo que considero importante comunicar: la zona reservada para silla de ruedas estaba ocupada. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Pastor Blasco Pino Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""silla de ruedas"", ""accesibilidad"", ""estr\u00e9s"", ""perdida de conexi\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"bc117b05-8195-4f89-ae96-7ef1e64537a3","2023-06-03 12:33:00","tren","mail","vía","2","delays-cancellations","-1","retraso causado por avería en la vía sin alternativas","En mi último trayecto ocurrió algo que considero importante comunicar: un retraso causado por una avería en la vía. El problema se agravó porque no había alternativas evidentes en ese momento. Como consecuencia, perdí mi conexión con otro transporte. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial, Angelino Pintor Sales Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""retraso"", ""avent\u00eda"", ""v\u00eda"", ""alternativas""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"eb1c6d3c-8b2a-430c-b095-194fa836fb02","2023-11-21 13:17:00","tren","mail","problemas técnicos","2","delays-cancellations","-1","retraso técnico en el tren causó frustración","Tuve un problema durante el viaje y considero necesario notificarlo: un retraso causado por problemas técnicos en el tren. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Donato Moreno Bauzà Mascaró Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""retraso"", ""problemas t\u00e9cnicos"", ""frustraci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"f44227ba-9ff1-4346-87bb-76aac4cc63cf","2024-02-28 15:05:00","tren","mail","andén","2","facilities-cleanliness","-1","zonas resbaladizas en el andén causaron retraso","Quiero detallar un problema que tuve recientemente en el tren: zonas resbaladizas en el andén. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Lucila Salgado Cuéllar Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""reasfalto"", ""and\u00e9n"", ""retraso""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"7478f29f-fc48-4081-bdd0-fb912c8ca165","2023-11-03 21:32:00","metro","mail","accesibilidad","2","accessibility","-1","guías táctiles dañadas, falta de alternativas y comunicación","Me pongo en contacto porque he vivido una situación complicada: las guías táctiles estaban dañadas. El problema se agravó porque no había alternativas evidentes en ese momento. A causa de ello, llegué mucho más tarde de lo previsto. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, Urbano Roig Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""gu\u00edas t\u00e1ctiles"", ""accesibilidad"", ""comunicaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"5fa50c08-46ef-4cf7-b908-8b820834b850","2025-06-18 08:13:00","metro","mail","taquilla","3","tickets-fares","-1","problema con billete para perro y pérdida de conexión","Tuve un problema durante el viaje y considero necesario notificarlo: problemas con billete para perro. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Como consecuencia, perdí mi conexión con otro transporte. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial, Jacinta María Jesús Cerro Cabanillas Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""billete"", ""perro"", ""puntualidad"", ""conexi\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"9b048e4f-1559-4fb0-988e-9460c3c586ae","2024-05-15 15:02:00","metro","mail","taquilla","2","tickets-fares","-1","problemas al comprar billete online afectó organización","Quisiera explicar lo que ocurrió durante mi último viaje: problemas al comprar el billete online. La situación fue especialmente problemática porque afectó toda mi organización. Tuve que reorganizar citas y generar cambios de última hora. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial, Adelia Vallejo Rebollo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""problemas"", ""comprar"", ""billete"", ""online"", ""organizaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"3f73d2ae-7659-4886-9f23-6d0724d26ac4","2025-04-25 20:51:00","metro","mail","equipos de emergencia","0","lost-items-security","-1","botón de emergencia no funcionaba, retraso y pérdida de conexión","Tuve un problema durante el viaje y considero necesario notificarlo: el botón de emergencia no funcionaba. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Como consecuencia, perdí mi conexión con otro transporte. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial, Hernando Amor Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""emergencia"", ""bot\u00f3n"", ""retraso"", ""p\u00e9rdida de conexi\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"90571911-a95b-4af9-a592-73f61cb387d8","2024-10-21 20:40:00","metro","mail","taquilla","3","tickets-fares","-1","asiento reservado ocupado por otra persona, generó estrés y retraso","He experimentado un inconveniente durante mi viaje que deseo compartir: un asiento reservado ocupado por otra persona. Esto generó bastante estrés ya que tenía compromisos importantes después. A causa de ello, llegué mucho más tarde de lo previsto. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial, Edelmira Vega Palomares Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""asiento reservado"", ""estr\u00e9s"", ""retraso""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"c48cc0f1-4424-475e-beeb-f6d19dda8110","2023-02-07 07:56:00","metro","mail","facilidades-cleanliness","5","information-communication","1","sugerencia para agregar más espacios para bicicletas","Me gustaría relatarles una situación que me afectó bastante: una sugerencia para añadir más espacios para bicicletas. El problema se agravó porque no había alternativas evidentes en ese momento. A causa de ello, llegué mucho más tarde de lo previsto. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial, Luz Corominas Andres Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""bicicletas"", ""espacios"", ""comunicaci\u00f3n"", ""apoyo""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"f1256d81-9d7d-4213-b3b4-d9bdaf540d06","2023-09-26 09:28:00","metro","mail","taquilla","2","information-communication","-1","propuesta para mejorar plataforma de venta de billetes","Me gustaría relatarles una situación que me afectó bastante: una propuesta para mejorar la plataforma de venta de billetes. La situación fue especialmente problemática porque afectó toda mi organización. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Bartolomé Vizcaíno Vera Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""plataforma"", ""venta"", ""billetes"", ""comunicaci\u00f3n"", ""transparencia""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"b3b4ca4f-8fb9-46fa-b527-4d1c3d5860bd","2023-10-05 10:51:00","tren","mail","información","2","delays-cancellations","-1","retraso de más de 30 minutos pese a informado puntualidad","Me pongo en contacto porque he vivido una situación complicada: un retraso de más de 30 minutos pese a que se había informado puntualidad. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. A causa de ello, llegué mucho más tarde de lo previsto. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial, Josep Baena Segarra Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""retraso"", ""puntualidad"", ""comunicaci\u00f3n"", ""transparencia""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"f301461f-e6a2-46e8-89d1-3ccb470bc651","2024-05-12 15:46:00","metro","mail","accesibilidad","2","accessibility","-1","falta de ayuda para personas con movilidad reducida","Tuve un problema durante el viaje y considero necesario notificarlo: falta de ayuda para personas con movilidad reducida. Esto generó bastante estrés ya que tenía compromisos importantes después. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial, Bernabé Pío Segovia Rivas Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""falta de ayuda"", ""movilidad reducida"", ""comunicaci\u00f3n"", ""apoyo""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"caa529d7-6b69-45ca-9186-32d1ac6ed28d","2023-04-25 12:31:00","metro","mail","facilities-cleanliness","3","facilities-cleanliness","-1","papeleras sin vaciar causaron gastos adicionales y frustración","Me pongo en contacto porque he vivido una situación complicada: papeleras sin vaciar. Fue un inconveniente serio porque no recibí información clara en ningún momento. Esto provocó gastos adicionales que no debería haber tenido. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, Charo Alberola-Ribes Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""papeleras"", ""sin vaciar"", ""gastos adicionales"", ""frustraci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"c15e7ff0-0aaf-45cf-801f-007ec0b263f3","2024-09-14 14:41:00","tren","mail","información","2","information-communication","-1","falta de anuncios en la estación causó gastos adicionales","Quiero detallar un problema que tuve recientemente en el tren: falta de anuncios en la estación. La situación fue especialmente problemática porque afectó toda mi organización. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial, Yolanda Macías Guerrero Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""falta de anuncios"", ""estaci\u00f3n"", ""comunicaci\u00f3n"", ""gastos adicionales""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"66a3ece3-fe92-4d69-8456-63a34e30bb73","2025-01-19 21:04:00","tren","mail","accesibilidad","2","accessibility","-1","altura del tren dificultó subir sin ayuda, llegada tarde","Me pongo en contacto porque he vivido una situación complicada: la altura del tren hacía difícil subir sin ayuda. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, Baudelio Gomez-Calderon Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""altura del tren"", ""accesibilidad"", ""falta de ayuda""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"cd56c94d-6f76-43be-acf7-fda89c308b3d","2023-01-21 20:27:00","tren","mail","taquilla","4","lost-items-security","-1","perdida de cochecito infantil en el tren","Me dirijo a ustedes para describir un incidente ocurrido en el tren: haber perdido un cochecito infantil. El problema se agravó porque no había alternativas evidentes en ese momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial, Melchor Medina Cruz Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""perdida"", ""cochecito"", ""infantil"", ""tren""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"e76a1ba2-f3fe-49b5-9a77-498869f3b1cd","2023-03-19 08:16:00","metro","mail","información","5","information-communication","-1","dudas sobre viajes escolares con gastos adicionales","He experimentado un inconveniente durante mi viaje que deseo compartir: dudas sobre viajes escolares. La situación fue especialmente problemática porque afectó toda mi organización. Esto provocó gastos adicionales que no debería haber tenido. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial, Loreto Casandra Vallés Borrell Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""viajes escolares"", ""gastos adicionales"", ""comunicaci\u00f3n transparente""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"4f019511-6283-46f4-bb87-bd62828e0425","2023-11-08 09:16:00","metro","mail","señalización","3","information-communication","-1","señalización confusa afectó la organización de un pasajero","En mi último trayecto ocurrió algo que considero importante comunicar: señalización confusa. La situación fue especialmente problemática porque afectó toda mi organización. Tuve que reorganizar citas y generar cambios de última hora. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, Angélica Gallego Benavente Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""se\u00f1alizaci\u00f3n"", ""confusa"", ""organizaci\u00f3n"", ""comunicaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"2b5b817b-d714-4367-9585-6dbea88199b3","2025-02-19 12:24:00","tren","mail","accesibilidad","2","accessibility","-1","zona reservada para silla de ruedas ocupada, afectó mi organización","Quiero detallar un problema que tuve recientemente en el tren: la zona reservada para silla de ruedas estaba ocupada. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Eric Uribe Flores Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""silla de ruedas"", ""zona reservada"", ""accesibilidad""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"a0694227-dd00-41b5-8b22-2f93a5a7d365","2023-07-27 12:27:00","tren","mail","comunicación","2","information-communication","-1","retraso con comunicación contradictoria y frustrante","He experimentado un inconveniente durante mi viaje que deseo compartir: información contradictoria sobre el retraso. Esto generó bastante estrés ya que tenía compromisos importantes después. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial, Espiridión Lumbreras Barceló Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""retraso"", ""comunicaci\u00f3n"", ""frustrante""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"1566ce15-62f2-4796-a32f-7b0b4e393ff4","2024-10-11 08:58:00","tren","mail","taquilla","2","delays-cancellations","-1","solicitud de compensación rechazada, estrés y frustración","Me dirijo a ustedes para describir un incidente ocurrido en el tren: una solicitud de compensación rechazada. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial, Gastón Galindo Rodriguez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""compensaci\u00f3n"", ""rechazada"", ""estr\u00e9s"", ""falta de comunicaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
